h,r,t,weight,comment
C_SyntheticConcept_011402,leadsTo,C_SyntheticConcept_011513,1.0,
C_SyntheticConcept_003215,leadsTo,C_SyntheticConcept_003400,1.0,
C_SyntheticConcept_011656,leadsTo,C_SyntheticConcept_011804,1.0,
C_SyntheticConcept_009928,leadsTo,C_SyntheticConcept_009929,1.0,
C_SyntheticConcept_008249,leadsTo,C_SyntheticConcept_008397,1.0,
C_SyntheticConcept_011418,leadsTo,C_SyntheticConcept_011492,1.0,
C_SyntheticConcept_001401,leadsTo,C_SyntheticConcept_001549,1.0,
C_SyntheticConcept_005565,leadsTo,C_SyntheticConcept_005676,1.0,
C_SyntheticConcept_019353,leadsTo,C_SyntheticConcept_019538,1.0,
C_SyntheticConcept_003792,leadsTo,C_SyntheticConcept_003940,1.0,
C_SyntheticConcept_014042,leadsTo,C_SyntheticConcept_014116,1.0,
C_SyntheticConcept_018907,leadsTo,C_SyntheticConcept_018908,1.0,
C_SyntheticConcept_005625,leadsTo,C_SyntheticConcept_005773,1.0,
C_SyntheticConcept_012405,leadsTo,C_SyntheticConcept_012406,1.0,
C_SyntheticConcept_012161,leadsTo,C_SyntheticConcept_012162,1.0,
C_SyntheticConcept_007834,leadsTo,C_SyntheticConcept_007835,1.0,
C_SyntheticConcept_005767,leadsTo,C_SyntheticConcept_005878,1.0,
C_SyntheticConcept_003922,leadsTo,C_SyntheticConcept_003996,1.0,
C_SyntheticConcept_003577,leadsTo,C_SyntheticConcept_003725,1.0,
C_SyntheticConcept_009757,leadsTo,C_SyntheticConcept_009758,1.0,
C_SyntheticConcept_013248,leadsTo,C_SyntheticConcept_013249,1.0,
C_SyntheticConcept_008590,leadsTo,C_SyntheticConcept_008701,1.0,
C_SyntheticConcept_005453,leadsTo,C_SyntheticConcept_005454,1.0,
C_SyntheticConcept_002568,leadsTo,C_SyntheticConcept_002716,1.0,
C_SyntheticConcept_013339,leadsTo,C_SyntheticConcept_013340,1.0,
C_SyntheticConcept_019891,leadsTo,C_SyntheticConcept_019965,1.0,
C_SyntheticConcept_007831,leadsTo,C_SyntheticConcept_007942,1.0,
C_SyntheticConcept_016768,leadsTo,C_SyntheticConcept_016916,1.0,
C_SyntheticConcept_013381,leadsTo,C_SyntheticConcept_013455,1.0,
C_SyntheticConcept_013940,leadsTo,C_SyntheticConcept_014051,1.0,
C_SyntheticConcept_015909,leadsTo,C_SyntheticConcept_016057,1.0,
C_SyntheticConcept_003169,leadsTo,C_SyntheticConcept_003280,1.0,
C_SyntheticConcept_010597,leadsTo,C_SyntheticConcept_010782,1.0,
C_SyntheticConcept_015144,leadsTo,C_SyntheticConcept_015255,1.0,
C_SyntheticConcept_019825,leadsTo,C_SyntheticConcept_019899,1.0,
C_SyntheticConcept_015466,leadsTo,C_SyntheticConcept_015540,1.0,
C_SyntheticConcept_001853,leadsTo,C_SyntheticConcept_001964,1.0,
C_SyntheticConcept_015436,leadsTo,C_SyntheticConcept_015547,1.0,
C_SyntheticConcept_005033,leadsTo,C_SyntheticConcept_005107,1.0,
C_SyntheticConcept_009746,leadsTo,C_SyntheticConcept_009857,1.0,
C_SyntheticConcept_008032,leadsTo,C_SyntheticConcept_008106,1.0,
C_SyntheticConcept_013081,leadsTo,C_SyntheticConcept_013229,1.0,
C_SyntheticConcept_013710,leadsTo,C_SyntheticConcept_013858,1.0,
C_SyntheticConcept_000156,leadsTo,C_SyntheticConcept_000157,1.0,
C_SyntheticConcept_018096,leadsTo,C_SyntheticConcept_018170,1.0,
C_SyntheticConcept_015945,leadsTo,C_SyntheticConcept_016130,1.0,
C_SyntheticConcept_001037,leadsTo,C_SyntheticConcept_001222,1.0,
C_SyntheticConcept_002874,leadsTo,C_SyntheticConcept_002985,1.0,
C_SyntheticConcept_005536,leadsTo,C_SyntheticConcept_005721,1.0,
C_SyntheticConcept_001906,leadsTo,C_SyntheticConcept_001980,1.0,
C_SyntheticConcept_011196,leadsTo,C_SyntheticConcept_011197,1.0,
C_SyntheticConcept_011699,leadsTo,C_SyntheticConcept_011700,1.0,
C_SyntheticConcept_005911,leadsTo,C_SyntheticConcept_005912,1.0,
C_SyntheticConcept_007179,leadsTo,C_SyntheticConcept_007253,1.0,
C_SyntheticConcept_004250,leadsTo,C_SyntheticConcept_004251,1.0,
C_SyntheticConcept_002036,leadsTo,C_SyntheticConcept_002037,1.0,
C_SyntheticConcept_013865,leadsTo,C_SyntheticConcept_013976,1.0,
C_SyntheticConcept_016915,leadsTo,C_SyntheticConcept_016989,1.0,
C_SyntheticConcept_018874,leadsTo,C_SyntheticConcept_018948,1.0,
C_SyntheticConcept_019789,leadsTo,C_SyntheticConcept_019790,1.0,
C_SyntheticConcept_016827,leadsTo,C_SyntheticConcept_016938,1.0,
C_SyntheticConcept_010505,leadsTo,C_SyntheticConcept_010579,1.0,
C_SyntheticConcept_003609,leadsTo,C_SyntheticConcept_003794,1.0,
C_SyntheticConcept_013085,leadsTo,C_SyntheticConcept_013196,1.0,
C_SyntheticConcept_000274,leadsTo,C_SyntheticConcept_000459,1.0,
C_SyntheticConcept_004875,leadsTo,C_SyntheticConcept_004876,1.0,
C_SyntheticConcept_006074,leadsTo,C_SyntheticConcept_006185,1.0,
C_SyntheticConcept_008823,leadsTo,C_SyntheticConcept_008934,1.0,
C_SyntheticConcept_005230,leadsTo,C_SyntheticConcept_005378,1.0,
C_SyntheticConcept_019442,leadsTo,C_SyntheticConcept_019590,1.0,
C_SyntheticConcept_019635,leadsTo,C_SyntheticConcept_019636,1.0,
C_SyntheticConcept_018744,leadsTo,C_SyntheticConcept_018855,1.0,
C_SyntheticConcept_005280,leadsTo,C_SyntheticConcept_005281,1.0,
C_SyntheticConcept_013248,leadsTo,C_SyntheticConcept_013359,1.0,
C_SyntheticConcept_017411,leadsTo,C_SyntheticConcept_017596,1.0,
C_SyntheticConcept_002428,leadsTo,C_SyntheticConcept_002539,1.0,
C_SyntheticConcept_012663,leadsTo,C_SyntheticConcept_012664,1.0,
C_SyntheticConcept_000027,leadsTo,C_SyntheticConcept_000138,1.0,
C_SyntheticConcept_004760,leadsTo,C_SyntheticConcept_004761,1.0,
C_SyntheticConcept_010971,leadsTo,C_SyntheticConcept_011156,1.0,
C_SyntheticConcept_014121,leadsTo,C_SyntheticConcept_014122,1.0,
C_SyntheticConcept_014525,leadsTo,C_SyntheticConcept_014636,1.0,
C_SyntheticConcept_004029,leadsTo,C_SyntheticConcept_004214,1.0,
C_SyntheticConcept_012044,leadsTo,C_SyntheticConcept_012118,1.0,
C_SyntheticConcept_017793,leadsTo,C_SyntheticConcept_017867,1.0,
C_SyntheticConcept_016607,leadsTo,C_SyntheticConcept_016681,1.0,
C_SyntheticConcept_007196,leadsTo,C_SyntheticConcept_007197,1.0,
C_SyntheticConcept_014028,leadsTo,C_SyntheticConcept_014213,1.0,
C_SyntheticConcept_003185,leadsTo,C_SyntheticConcept_003259,1.0,
C_SyntheticConcept_016282,leadsTo,C_SyntheticConcept_016283,1.0,
C_SyntheticConcept_008788,leadsTo,C_SyntheticConcept_008899,1.0,
C_SyntheticConcept_012725,leadsTo,C_SyntheticConcept_012910,1.0,
C_SyntheticConcept_005400,leadsTo,C_SyntheticConcept_005401,1.0,
C_SyntheticConcept_011369,leadsTo,C_SyntheticConcept_011517,1.0,
C_SyntheticConcept_005838,leadsTo,C_SyntheticConcept_006023,1.0,
C_SyntheticConcept_001195,leadsTo,C_SyntheticConcept_001306,1.0,
C_SyntheticConcept_010704,leadsTo,C_SyntheticConcept_010705,1.0,
C_SyntheticConcept_001822,leadsTo,C_SyntheticConcept_001970,1.0,
C_SyntheticConcept_006121,leadsTo,C_SyntheticConcept_006195,1.0,
C_SyntheticConcept_003929,leadsTo,C_SyntheticConcept_004003,1.0,
C_SyntheticConcept_006327,leadsTo,C_SyntheticConcept_006401,1.0,
C_SyntheticConcept_017612,leadsTo,C_SyntheticConcept_017613,1.0,
C_SyntheticConcept_018499,leadsTo,C_SyntheticConcept_018684,1.0,
C_SyntheticConcept_006813,leadsTo,C_SyntheticConcept_006924,1.0,
C_SyntheticConcept_017052,leadsTo,C_SyntheticConcept_017053,1.0,
C_SyntheticConcept_010316,leadsTo,C_SyntheticConcept_010390,1.0,
C_SyntheticConcept_019741,leadsTo,C_SyntheticConcept_019742,1.0,
C_SyntheticConcept_001965,leadsTo,C_SyntheticConcept_002150,1.0,
C_SyntheticConcept_009714,leadsTo,C_SyntheticConcept_009899,1.0,
C_SyntheticConcept_016290,leadsTo,C_SyntheticConcept_016401,1.0,
C_SyntheticConcept_009664,leadsTo,C_SyntheticConcept_009812,1.0,
C_SyntheticConcept_019596,leadsTo,C_SyntheticConcept_019670,1.0,
C_SyntheticConcept_019994,leadsTo,C_SyntheticConcept_000105,1.0,
C_SyntheticConcept_010985,leadsTo,C_SyntheticConcept_011059,1.0,
C_SyntheticConcept_009279,leadsTo,C_SyntheticConcept_009280,1.0,
C_SyntheticConcept_016796,leadsTo,C_SyntheticConcept_016870,1.0,
C_SyntheticConcept_011927,leadsTo,C_SyntheticConcept_012038,1.0,
C_SyntheticConcept_019320,leadsTo,C_SyntheticConcept_019394,1.0,
C_SyntheticConcept_005918,leadsTo,C_SyntheticConcept_005919,1.0,
C_SyntheticConcept_001862,leadsTo,C_SyntheticConcept_001863,1.0,
C_SyntheticConcept_014889,leadsTo,C_SyntheticConcept_015074,1.0,
C_SyntheticConcept_004859,leadsTo,C_SyntheticConcept_004970,1.0,
C_SyntheticConcept_009262,leadsTo,C_SyntheticConcept_009447,1.0,
C_SyntheticConcept_003550,leadsTo,C_SyntheticConcept_003735,1.0,
C_SyntheticConcept_001293,leadsTo,C_SyntheticConcept_001441,1.0,
C_SyntheticConcept_015220,leadsTo,C_SyntheticConcept_015294,1.0,
C_SyntheticConcept_007951,leadsTo,C_SyntheticConcept_008136,1.0,
C_SyntheticConcept_016031,leadsTo,C_SyntheticConcept_016179,1.0,
C_SyntheticConcept_002416,leadsTo,C_SyntheticConcept_002490,1.0,
C_SyntheticConcept_009110,leadsTo,C_SyntheticConcept_009184,1.0,
C_SyntheticConcept_004497,leadsTo,C_SyntheticConcept_004498,1.0,
C_SyntheticConcept_007484,leadsTo,C_SyntheticConcept_007485,1.0,
C_SyntheticConcept_006487,leadsTo,C_SyntheticConcept_006635,1.0,
C_SyntheticConcept_015279,leadsTo,C_SyntheticConcept_015464,1.0,
C_SyntheticConcept_017237,leadsTo,C_SyntheticConcept_017422,1.0,
C_SyntheticConcept_006553,leadsTo,C_SyntheticConcept_006664,1.0,
C_SyntheticConcept_005096,leadsTo,C_SyntheticConcept_005097,1.0,
C_SyntheticConcept_013081,leadsTo,C_SyntheticConcept_013155,1.0,
C_SyntheticConcept_005186,leadsTo,C_SyntheticConcept_005260,1.0,
C_SyntheticConcept_015136,leadsTo,C_SyntheticConcept_015284,1.0,
C_SyntheticConcept_015571,leadsTo,C_SyntheticConcept_015572,1.0,
C_SyntheticConcept_017624,leadsTo,C_SyntheticConcept_017735,1.0,
C_SyntheticConcept_008407,leadsTo,C_SyntheticConcept_008408,1.0,
C_SyntheticConcept_015454,leadsTo,C_SyntheticConcept_015639,1.0,
C_SyntheticConcept_011488,leadsTo,C_SyntheticConcept_011489,1.0,
C_SyntheticConcept_012428,leadsTo,C_SyntheticConcept_012613,1.0,
C_SyntheticConcept_013876,leadsTo,C_SyntheticConcept_013877,1.0,
C_SyntheticConcept_004113,leadsTo,C_SyntheticConcept_004224,1.0,
C_SyntheticConcept_010674,leadsTo,C_SyntheticConcept_010748,1.0,
C_SyntheticConcept_004433,leadsTo,C_SyntheticConcept_004507,1.0,
C_SyntheticConcept_002873,leadsTo,C_SyntheticConcept_003021,1.0,
C_SyntheticConcept_004038,leadsTo,C_SyntheticConcept_004039,1.0,
C_SyntheticConcept_010493,leadsTo,C_SyntheticConcept_010494,1.0,
C_SyntheticConcept_018953,leadsTo,C_SyntheticConcept_019138,1.0,
C_SyntheticConcept_010151,leadsTo,C_SyntheticConcept_010262,1.0,
C_SyntheticConcept_018129,leadsTo,C_SyntheticConcept_018314,1.0,
C_SyntheticConcept_000144,leadsTo,C_SyntheticConcept_000145,1.0,
C_SyntheticConcept_000677,leadsTo,C_SyntheticConcept_000678,1.0,
C_SyntheticConcept_016202,leadsTo,C_SyntheticConcept_016387,1.0,
C_SyntheticConcept_009553,leadsTo,C_SyntheticConcept_009554,1.0,
C_SyntheticConcept_004540,leadsTo,C_SyntheticConcept_004541,1.0,
C_SyntheticConcept_000075,leadsTo,C_SyntheticConcept_000260,1.0,
C_SyntheticConcept_009831,leadsTo,C_SyntheticConcept_009979,1.0,
C_SyntheticConcept_013954,leadsTo,C_SyntheticConcept_014065,1.0,
C_SyntheticConcept_002463,leadsTo,C_SyntheticConcept_002537,1.0,
C_SyntheticConcept_016592,leadsTo,C_SyntheticConcept_016703,1.0,
C_SyntheticConcept_001618,leadsTo,C_SyntheticConcept_001692,1.0,
C_SyntheticConcept_002272,leadsTo,C_SyntheticConcept_002273,1.0,
C_SyntheticConcept_006123,leadsTo,C_SyntheticConcept_006124,1.0,
C_SyntheticConcept_006570,leadsTo,C_SyntheticConcept_006718,1.0,
C_SyntheticConcept_015438,leadsTo,C_SyntheticConcept_015586,1.0,
C_SyntheticConcept_006632,leadsTo,C_SyntheticConcept_006706,1.0,
C_SyntheticConcept_009717,leadsTo,C_SyntheticConcept_009865,1.0,
C_SyntheticConcept_013523,leadsTo,C_SyntheticConcept_013634,1.0,
C_SyntheticConcept_018853,leadsTo,C_SyntheticConcept_018964,1.0,
C_SyntheticConcept_014573,leadsTo,C_SyntheticConcept_014647,1.0,
C_SyntheticConcept_007491,leadsTo,C_SyntheticConcept_007676,1.0,
C_SyntheticConcept_012810,leadsTo,C_SyntheticConcept_012811,1.0,
C_SyntheticConcept_000019,leadsTo,C_SyntheticConcept_000093,1.0,
C_SyntheticConcept_005977,leadsTo,C_SyntheticConcept_005978,1.0,
C_SyntheticConcept_005696,leadsTo,C_SyntheticConcept_005770,1.0,
C_SyntheticConcept_015306,leadsTo,C_SyntheticConcept_015454,1.0,
C_SyntheticConcept_019574,leadsTo,C_SyntheticConcept_019575,1.0,
C_SyntheticConcept_017169,leadsTo,C_SyntheticConcept_017354,1.0,
C_SyntheticConcept_006001,leadsTo,C_SyntheticConcept_006002,1.0,
C_SyntheticConcept_005508,leadsTo,C_SyntheticConcept_005693,1.0,
C_SyntheticConcept_015143,leadsTo,C_SyntheticConcept_015291,1.0,
C_SyntheticConcept_012099,leadsTo,C_SyntheticConcept_012247,1.0,
C_SyntheticConcept_019171,leadsTo,C_SyntheticConcept_019172,1.0,
C_SyntheticConcept_004842,leadsTo,C_SyntheticConcept_005027,1.0,
C_SyntheticConcept_016703,leadsTo,C_SyntheticConcept_016704,1.0,
C_SyntheticConcept_019478,leadsTo,C_SyntheticConcept_019626,1.0,
C_SyntheticConcept_010509,leadsTo,C_SyntheticConcept_010510,1.0,
C_SyntheticConcept_018868,leadsTo,C_SyntheticConcept_018979,1.0,
C_SyntheticConcept_015700,leadsTo,C_SyntheticConcept_015811,1.0,
C_SyntheticConcept_007908,leadsTo,C_SyntheticConcept_008093,1.0,
C_SyntheticConcept_018088,leadsTo,C_SyntheticConcept_018236,1.0,
C_SyntheticConcept_013876,leadsTo,C_SyntheticConcept_013950,1.0,
C_SyntheticConcept_007940,leadsTo,C_SyntheticConcept_008125,1.0,
C_SyntheticConcept_006622,leadsTo,C_SyntheticConcept_006733,1.0,
C_SyntheticConcept_017076,leadsTo,C_SyntheticConcept_017224,1.0,
C_SyntheticConcept_006623,leadsTo,C_SyntheticConcept_006697,1.0,
C_SyntheticConcept_009776,leadsTo,C_SyntheticConcept_009777,1.0,
C_SyntheticConcept_013871,leadsTo,C_SyntheticConcept_014019,1.0,
C_SyntheticConcept_001113,leadsTo,C_SyntheticConcept_001114,1.0,
C_SyntheticConcept_011348,leadsTo,C_SyntheticConcept_011349,1.0,
C_SyntheticConcept_019064,leadsTo,C_SyntheticConcept_019138,1.0,
C_SyntheticConcept_001057,leadsTo,C_SyntheticConcept_001131,1.0,
C_SyntheticConcept_019240,leadsTo,C_SyntheticConcept_019425,1.0,
C_SyntheticConcept_010856,leadsTo,C_SyntheticConcept_010967,1.0,
C_SyntheticConcept_013728,leadsTo,C_SyntheticConcept_013729,1.0,
C_SyntheticConcept_007637,leadsTo,C_SyntheticConcept_007748,1.0,
C_SyntheticConcept_005402,leadsTo,C_SyntheticConcept_005403,1.0,
C_SyntheticConcept_015248,leadsTo,C_SyntheticConcept_015249,1.0,
C_SyntheticConcept_005658,leadsTo,C_SyntheticConcept_005732,1.0,
C_SyntheticConcept_000006,leadsTo,C_SyntheticConcept_000007,1.0,
C_SyntheticConcept_017944,leadsTo,C_SyntheticConcept_018092,1.0,
C_SyntheticConcept_007777,leadsTo,C_SyntheticConcept_007888,1.0,
C_SyntheticConcept_003027,leadsTo,C_SyntheticConcept_003212,1.0,
C_SyntheticConcept_009226,leadsTo,C_SyntheticConcept_009374,1.0,
C_SyntheticConcept_017631,leadsTo,C_SyntheticConcept_017742,1.0,
C_SyntheticConcept_010575,leadsTo,C_SyntheticConcept_010686,1.0,
C_SyntheticConcept_019898,leadsTo,C_SyntheticConcept_019899,1.0,
C_SyntheticConcept_001031,leadsTo,C_SyntheticConcept_001216,1.0,
C_SyntheticConcept_007026,leadsTo,C_SyntheticConcept_007174,1.0,
C_SyntheticConcept_008071,leadsTo,C_SyntheticConcept_008256,1.0,
C_SyntheticConcept_004515,leadsTo,C_SyntheticConcept_004700,1.0,
C_SyntheticConcept_007593,leadsTo,C_SyntheticConcept_007741,1.0,
C_SyntheticConcept_009369,leadsTo,C_SyntheticConcept_009370,1.0,
C_SyntheticConcept_013016,leadsTo,C_SyntheticConcept_013090,1.0,
C_SyntheticConcept_018841,leadsTo,C_SyntheticConcept_018989,1.0,
C_SyntheticConcept_018345,leadsTo,C_SyntheticConcept_018419,1.0,
C_SyntheticConcept_002291,leadsTo,C_SyntheticConcept_002476,1.0,
C_SyntheticConcept_005962,leadsTo,C_SyntheticConcept_006147,1.0,
C_SyntheticConcept_012386,leadsTo,C_SyntheticConcept_012534,1.0,
C_SyntheticConcept_000730,leadsTo,C_SyntheticConcept_000841,1.0,
C_SyntheticConcept_014375,leadsTo,C_SyntheticConcept_014560,1.0,
C_SyntheticConcept_001736,leadsTo,C_SyntheticConcept_001810,1.0,
C_SyntheticConcept_000541,leadsTo,C_SyntheticConcept_000726,1.0,
C_SyntheticConcept_005163,leadsTo,C_SyntheticConcept_005348,1.0,
C_SyntheticConcept_000471,leadsTo,C_SyntheticConcept_000619,1.0,
C_SyntheticConcept_017417,leadsTo,C_SyntheticConcept_017418,1.0,
C_SyntheticConcept_001474,leadsTo,C_SyntheticConcept_001659,1.0,
C_SyntheticConcept_017975,leadsTo,C_SyntheticConcept_017976,1.0,
C_SyntheticConcept_018126,leadsTo,C_SyntheticConcept_018127,1.0,
C_SyntheticConcept_010050,leadsTo,C_SyntheticConcept_010161,1.0,
C_SyntheticConcept_014744,leadsTo,C_SyntheticConcept_014745,1.0,
C_SyntheticConcept_001434,leadsTo,C_SyntheticConcept_001545,1.0,
C_SyntheticConcept_018040,leadsTo,C_SyntheticConcept_018188,1.0,
C_SyntheticConcept_008816,leadsTo,C_SyntheticConcept_009001,1.0,
C_SyntheticConcept_015836,leadsTo,C_SyntheticConcept_016021,1.0,
C_SyntheticConcept_010405,leadsTo,C_SyntheticConcept_010479,1.0,
C_SyntheticConcept_009548,leadsTo,C_SyntheticConcept_009696,1.0,
C_SyntheticConcept_001963,leadsTo,C_SyntheticConcept_002037,1.0,
C_SyntheticConcept_012405,leadsTo,C_SyntheticConcept_012590,1.0,
C_SyntheticConcept_006420,leadsTo,C_SyntheticConcept_006421,1.0,
C_SyntheticConcept_000586,leadsTo,C_SyntheticConcept_000587,1.0,
C_SyntheticConcept_007556,leadsTo,C_SyntheticConcept_007667,1.0,
C_SyntheticConcept_002754,leadsTo,C_SyntheticConcept_002939,1.0,
C_SyntheticConcept_003995,leadsTo,C_SyntheticConcept_004106,1.0,
C_SyntheticConcept_013702,leadsTo,C_SyntheticConcept_013776,1.0,
C_SyntheticConcept_012342,leadsTo,C_SyntheticConcept_012343,1.0,
C_SyntheticConcept_011717,leadsTo,C_SyntheticConcept_011902,1.0,
C_SyntheticConcept_014547,leadsTo,C_SyntheticConcept_014621,1.0,
C_SyntheticConcept_015742,leadsTo,C_SyntheticConcept_015853,1.0,
C_SyntheticConcept_004545,leadsTo,C_SyntheticConcept_004619,1.0,
C_SyntheticConcept_013685,leadsTo,C_SyntheticConcept_013796,1.0,
C_SyntheticConcept_014904,leadsTo,C_SyntheticConcept_014905,1.0,
C_SyntheticConcept_012333,leadsTo,C_SyntheticConcept_012444,1.0,
C_SyntheticConcept_000140,leadsTo,C_SyntheticConcept_000141,1.0,
C_SyntheticConcept_009143,leadsTo,C_SyntheticConcept_009254,1.0,
C_SyntheticConcept_010075,leadsTo,C_SyntheticConcept_010186,1.0,
C_SyntheticConcept_001771,leadsTo,C_SyntheticConcept_001845,1.0,
C_SyntheticConcept_010915,leadsTo,C_SyntheticConcept_011026,1.0,
C_SyntheticConcept_004880,leadsTo,C_SyntheticConcept_004954,1.0,
C_SyntheticConcept_017890,leadsTo,C_SyntheticConcept_018001,1.0,
C_SyntheticConcept_016331,leadsTo,C_SyntheticConcept_016479,1.0,
C_SyntheticConcept_011815,leadsTo,C_SyntheticConcept_012000,1.0,
C_SyntheticConcept_014921,leadsTo,C_SyntheticConcept_015106,1.0,
C_SyntheticConcept_009237,leadsTo,C_SyntheticConcept_009238,1.0,
C_SyntheticConcept_007255,leadsTo,C_SyntheticConcept_007403,1.0,
C_SyntheticConcept_007756,leadsTo,C_SyntheticConcept_007757,1.0,
C_SyntheticConcept_013793,leadsTo,C_SyntheticConcept_013978,1.0,
C_SyntheticConcept_016377,leadsTo,C_SyntheticConcept_016378,1.0,
C_SyntheticConcept_016309,leadsTo,C_SyntheticConcept_016494,1.0,
C_SyntheticConcept_004847,leadsTo,C_SyntheticConcept_005032,1.0,
C_SyntheticConcept_008902,leadsTo,C_SyntheticConcept_009013,1.0,
C_SyntheticConcept_009378,leadsTo,C_SyntheticConcept_009489,1.0,
C_SyntheticConcept_014102,leadsTo,C_SyntheticConcept_014103,1.0,
C_SyntheticConcept_019187,leadsTo,C_SyntheticConcept_019261,1.0,
C_SyntheticConcept_014172,leadsTo,C_SyntheticConcept_014320,1.0,
C_SyntheticConcept_011812,leadsTo,C_SyntheticConcept_011886,1.0,
C_SyntheticConcept_002694,leadsTo,C_SyntheticConcept_002805,1.0,
C_SyntheticConcept_004362,leadsTo,C_SyntheticConcept_004436,1.0,
C_SyntheticConcept_005942,leadsTo,C_SyntheticConcept_006127,1.0,
C_SyntheticConcept_015720,leadsTo,C_SyntheticConcept_015868,1.0,
C_SyntheticConcept_009702,leadsTo,C_SyntheticConcept_009813,1.0,
C_SyntheticConcept_018160,leadsTo,C_SyntheticConcept_018161,1.0,
C_SyntheticConcept_015950,leadsTo,C_SyntheticConcept_015951,1.0,
C_SyntheticConcept_006415,leadsTo,C_SyntheticConcept_006416,1.0,
C_SyntheticConcept_009957,leadsTo,C_SyntheticConcept_010031,1.0,
C_SyntheticConcept_014210,leadsTo,C_SyntheticConcept_014358,1.0,
C_SyntheticConcept_002632,leadsTo,C_SyntheticConcept_002743,1.0,
C_SyntheticConcept_006921,leadsTo,C_SyntheticConcept_006922,1.0,
C_SyntheticConcept_009008,leadsTo,C_SyntheticConcept_009156,1.0,
C_SyntheticConcept_009860,leadsTo,C_SyntheticConcept_009861,1.0,
C_SyntheticConcept_005575,leadsTo,C_SyntheticConcept_005649,1.0,
C_SyntheticConcept_008373,leadsTo,C_SyntheticConcept_008558,1.0,
C_SyntheticConcept_007479,leadsTo,C_SyntheticConcept_007664,1.0,
C_SyntheticConcept_000369,leadsTo,C_SyntheticConcept_000554,1.0,
C_SyntheticConcept_012291,leadsTo,C_SyntheticConcept_012365,1.0,
C_SyntheticConcept_011231,leadsTo,C_SyntheticConcept_011342,1.0,
C_SyntheticConcept_014316,leadsTo,C_SyntheticConcept_014464,1.0,
C_SyntheticConcept_010086,leadsTo,C_SyntheticConcept_010271,1.0,
C_SyntheticConcept_000395,leadsTo,C_SyntheticConcept_000469,1.0,
C_SyntheticConcept_007203,leadsTo,C_SyntheticConcept_007204,1.0,
C_SyntheticConcept_015472,leadsTo,C_SyntheticConcept_015620,1.0,
C_SyntheticConcept_008812,leadsTo,C_SyntheticConcept_008923,1.0,
C_SyntheticConcept_016173,leadsTo,C_SyntheticConcept_016358,1.0,
C_SyntheticConcept_011639,leadsTo,C_SyntheticConcept_011750,1.0,
C_SyntheticConcept_011597,leadsTo,C_SyntheticConcept_011745,1.0,
C_SyntheticConcept_010877,leadsTo,C_SyntheticConcept_010951,1.0,
C_SyntheticConcept_004385,leadsTo,C_SyntheticConcept_004459,1.0,
C_SyntheticConcept_006474,leadsTo,C_SyntheticConcept_006622,1.0,
C_SyntheticConcept_004763,leadsTo,C_SyntheticConcept_004764,1.0,
C_SyntheticConcept_000644,leadsTo,C_SyntheticConcept_000792,1.0,
C_SyntheticConcept_016104,leadsTo,C_SyntheticConcept_016289,1.0,
C_SyntheticConcept_012421,leadsTo,C_SyntheticConcept_012606,1.0,
C_SyntheticConcept_012068,leadsTo,C_SyntheticConcept_012216,1.0,
C_SyntheticConcept_015792,leadsTo,C_SyntheticConcept_015866,1.0,
C_SyntheticConcept_008049,leadsTo,C_SyntheticConcept_008197,1.0,
C_SyntheticConcept_016390,leadsTo,C_SyntheticConcept_016391,1.0,
C_SyntheticConcept_011335,leadsTo,C_SyntheticConcept_011336,1.0,
C_SyntheticConcept_016022,leadsTo,C_SyntheticConcept_016133,1.0,
C_SyntheticConcept_001215,leadsTo,C_SyntheticConcept_001326,1.0,
